Bartercard wanted Rowing machine & set of dumb bells
Bartercard Wanted - Ugg Boots/Slippers
Wanted - canopy for 2015 Nissans Ute
Bartercard Wanted Commercial Dishwasher 
Bartercard Wanted: secure land / storage space
Bartercard Wanted: Slatwall panels and double prong hooks
Wanted: 4x4 Van or Ute
Bartercard Wanted: Vinyl Records
Bartercard wanted: Coffee machine 
Wanted - SEO services
Bartercard - Wanted: 10-12 Litre Dehumidifier 
Bartercard Wanted: Portable extraction unit
Bartercard wanted - Windbreak Fabric
Wanted -  6 x 5x10m commercial marquees
Wanted: Sheep skins or Cow hide rugs
Wanted: printing pens
Bartercard wanted Computer with set specifications
Bartercard Wanted - Wallpaper
Bartercard Wanted: Brand New Smart Gold Circle Dryer or similar
Bartercard wanted - Group 2 coffee machine 
Wanted - digger
Wanted.....Dried flowers
Wanted - uniform items for Kitchen joinery outlet
Wanted: 7 foot Surfboard
Wanted: 7” Surfboard
Wanted - 12 head torches 
Wanted - King size bed
Wanted - small conference space every 3 months 3 major cities
Bartercard: Wanted- Makita tool batteries 
FW: Bartercard Wanted - Icing Bags
Bartercard Wanted - Icing Bags
Wanted - 3 electric heaters for Kleantech
Bartercard Wanted - Washing Machine and Dyson Cordless Vacuum
Bartercard wanted USB C Multimedia Dock
"Wanted: accommodation in Newmarket, Auckland CBD or Green lane"
CPG Vouchers - wanted $1000
Bartercard Wanted: Car Batteries
Bartercard wanted - double sided stickers
Bartercard Wanted: Wet & Dry Vacuum Cleaner - member in Hamilton
Wanted - 2 x Conference options Kleantech
Wanted: Trampoline
Wanted - Lounge Suite
Wanted - Urgent  T-Shirts
Wanted: double mattress
Bartercard Wanted--Dishwasher
Wanted -  wireless security cameras for home use
Wanted - For Spud - set of  tyres
Bartercard: Wanted- 3x Queen mattresses
Wanted - Lawnmower
Wanted Lockers
Bartercard Wanted - Routers 
wanted - New Spa Pool
Wanted: Kitset Cabin
Bartercard wanted - Chiller fridge
Bartercard Wanted - Commercial Heat Pumps
"Wanted - wall ovens x2, range hood x1,  double door fridge, washing machine & dryer"
Wanted: car up to $5000
Wanted - eco/hybrid car that's not price hiked
Wanted - Hand Sanitiser
Wanted - 10 x vacs and window cleaning gear
Wanted - Office & Warehouse Space Auckland To Purchase 
Wanted - Trailers 
Wanted -a builder interested in a job away from home
Wanted - Caravan 
Wanted: Plastic Bottle supplier on Bartercard
Bartercard Wanted: Lawnmower in Napier
Bartercard Wanted: Chimney Sweep Brush
Bartercard wanted: Bathroom Vanity 
Bartercard Wanted: accommodation in Auckland 2 weeks 3 studio rooms.
Bartercard Wanted: Pole Saw - Member in Christchurch 
wanted- Electrician supplies
Wanted: UV wands & cabinets
WANTED: Various items for Otago/Southland members
Re: Wanted: Stove/Oven
Wanted - E Bikes ( needing 3) 
wanted 
Bartercard Wanted: Bathroom tiles 
Wanted - hard cover menu folders x 60
Bartercard wanted: Desktop computer for Pixies
Wanted - Car roof top box
Bartercard Wanted -  LED Tube Lights and Fittings
Bartercard Wanted: Disposable Cups
Bartercard wanted  antique door hinges
Bartercard Wanted: Greenhouse 
Wanted : Printing Magazine
Wanted: Boat valued upto $100K
Wanted: E Bikes
Re: Bartercard Wanted medium-term accommodation in Auckland 
RE: Bartercard Wanted medium-term accommodation in Auckland 
Bartercard Wanted medium-term accommodation in Auckland 
Wanted: Pinot Gris
RE: Wanted: hot water blaster
Wanted: Display Stands
Wanted- Weekly Office/Kitchen Supplies
Wanted: Beer
Bartercard Wanted: Overalls and Heavy Duty Rubber Gloves
Bartercard Wanted: Office Space In Tauranga
Wanted: Desktop computer
Bartercard wanted - Dulux  Paint
Wanted:Campervan
